"consumption","SMI","unemployment_proxy","electricity","mobility","net_bankruptcies","air_pollution","c19_cases","stringency"
270591706.290004,10214.21,184872,128.865096290447,-2.8,118.254830867942,43.316666665,147.318097041752,35.8
270311001.964463,10272.34,182763,128.851056563274,-10.8,117.019293869873,60.15,151.068907159419,35.8
269997557.180987,10277.2,182579,128.864538560415,-11.2,115.79525204866,65.849999985,154.837545386353,35.8
269644695.482264,10272.81,182453,128.904444702066,-11.4,114.57936402799,59.466666665,158.609111454905,35.8
269249926.49247,10095.34,182393,128.970246045097,-11.6,113.372808906343,81.516666665,162.372121342885,35.8
268816006.695228,10005.9,182672,129.061721175716,-11,112.180507845796,82.75,166.121230116961,35.8
268351672.967014,10005.9,183056,129.179015889909,-35.2,111.010344727535,70.86666665,169.856055631664,35.8
267877650.003133,10005.9,183349,129.322710424563,-8.6,109.875985381965,62.149999985,173.576003618515,35.8
267400833.864495,10229.67,183505,129.491889338055,-10.6,108.779994605013,35.2,177.273194203471,35.8
266912423.938708,10162.04,183714,129.683699957782,-10.2,107.713949594071,43.583333335,180.930389912127,35.8
266411733.471594,10097.97,183488,129.895720879994,-11,106.675449547071,51.38333333,184.532225950658,35.8
265903696.433083,10067.13,183434,130.12601182988,-11.6,105.667822266984,61.81666667,188.063344486248,35.8
265396984.148555,10068.03,183687,130.372864061046,-13.2,104.696528011825,73.216666665,191.505134463486,35.8
264903544.707748,10068.03,184135,130.634796102418,-10,103.775160257387,80.616666685,194.835778492512,35.8
264442090.919386,10068.03,184446,130.910525823124,-2.2,102.919842826657,76.5,198.032808670018,35.8
264034951.255521,10090.91,184666,131.197450253384,-10,102.136322026599,79.366666685,201.067273514851,35.8
263688266.016513,10153.24,184917,131.490822287544,-8.6,101.420052179893,70.766666665,203.900418264986,35.8
263408390.552397,10278.66,184566,131.786706837746,-10.6,100.770273977018,78.53333335,206.501481431052,35.8
263200409.691706,10260.11,184474,132.08241486817,-10.2,100.187586103231,56.6,208.844811481847,35.8
263067842.354717,10163.6,184857,132.376575657967,-9.8,99.6773102163964,56.06666667,210.90870673803,35.8
263014441.683842,10163.6,185317,132.669046742888,-12.8,99.2455492157659,60.4,212.677881039103,35.8
263049207.715851,10163.6,185584,132.960550796889,-1.8,98.9020382695693,64.83333335,214.139257353906,35.8
263180454.901652,10228.06,186019,133.250504880531,-8,98.6465879911157,57.31666667,215.273390863166,35.8
263399745.719176,10168.4,186323,133.536286422497,-7.4,98.469118789886,48.783333335,216.053122821879,35.8
263696616.231267,10310.01,186166,133.815985094201,-8.2,98.3642864165629,55,216.458267145956,35.8
264057984.361296,10229.92,186108,134.088395766534,-9.2,98.3287997099504,69.183333315,216.47643243902,35.8
264468550.006111,10218.2,186448,134.353020246348,-10,98.3620310802098,70.233333315,216.102081477984,35.86
264910973.971225,10218.2,186911,134.61036926904,-8.4,98.4660200575328,44.883333335,215.342929396557,35.94
265370403.373549,10218.2,187301,134.86198077418,-3.4,98.6430699690022,46,214.216481120218,35.94
265836369.655597,10308.39,187587,135.108488477663,-7.6,98.8856375396942,52.48333333,212.737907281551,36.02
266281411.561346,10231.25,187849,135.348251128334,-5.6,99.1763151876899,59.75,210.914556865022,36.02
266676556.946007,10309.65,187698,135.580054959064,-6.8,99.5045067673153,50.75,208.762905064371,36.02
267002239.608536,10240.46,185155,135.803457290987,-7.4,99.8634985013776,59.366666665,206.312135617652,36.61
267245015.213392,10164.49,184981,136.019004505845,-10,100.248226162008,47.033333335,203.606755972411,36.61
267397580.482577,10164.49,185206,136.228111781748,-10.2,100.657439171487,36.96666667,200.705842362637,36.61
267463820.295868,10164.49,185327,136.433103005187,-16.6,101.091662129478,43.75,197.685810346717,36.61
267457458.201996,10135.56,185625,136.635342122464,-7.8,101.54135389173,43.16666667,194.624504898804,36.61
267375875.434962,10188.85,185816,136.834605202071,-7,101.986864147776,44.816666665,191.594402412015,36.61
267221204.676845,10384.84,185712,137.031311968787,-8.2,102.413588451762,54.816666665,188.683216828979,36.61
266999575.884483,10220.64,185674,137.226678110312,-8,102.814223671418,62.133333335,185.995902652081,36.61
266720549.762644,10153.09,185873,137.422760812508,-7.8,103.185125315629,70.933333315,183.660246062023,36.61
266396885.50881,10153.09,185859,137.622433333018,-7.6,103.532467470913,69.333333315,181.829233649247,36.61
266050096.306885,10153.09,186596,137.82910703456,-8.4,103.868705711256,37.61666667,180.680085979582,36.61
265707434.574423,10297.8,186810,138.044659456712,-7.8,104.195942363899,48.9,180.401240695505,36.61
265379953.488747,10250.44,186803,138.268868575127,-6.6,104.505892885509,57.616666665,181.180067430869,36.61
265080174.412421,10406.57,186609,138.502059726833,-8,104.797053138519,66.683333335,183.232595695486,36.61
264819980.448064,10387.44,186447,138.74524885929,-10,105.074068396071,74.28333335,186.795436992409,36.61
